ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
28203-005,大水害追悼之碑,1994,兵庫県明石市大久保町大久保町793-5（大久保町公民館）,阿久根台風(1945年10月9日),洪水・その他,昭和20年(1945)10月9日に近畿一帯を襲った阿久根台風による豪雨で大久保町北部の溜池がことごとく決壊し、国道2号線の橋や旧国鉄の橋梁も流されるなど大きな被害が発生した。当地区の中央を横断する谷八木川、東川に押し寄せた濁流は、上流からの流木等が詰まるなどしてあふれ、山陽本線の土手でせき止められて、17名の命を奪った。,34.677722,134.945622
28204-001,阪神・淡路大震災　西宮市犠牲者追悼之碑,1998,兵庫県西宮市奥畑5番（西宮震災記念碑公園）,阪神・淡路大震災(1995年1月17日),地震,阪神・淡路大震災の教訓を風化させることなく後世に伝えるとともに、犠牲者への追悼の場とするために整備された公園施設内に設置されている。中央に西宮市関係の犠牲者の名前を刻銘した碑が、その右に追悼文を、左に犠牲者1146人全壊34181世帯などの震災記録を記した碑があり、震災写真の陶板を貼り付けた円筒碑がこれらを取り囲むように置かれている。,34.751939,135.335362
28204-002,阪神・淡路大震災碑,不明,兵庫県西宮市神明町,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)1月17日午前5時46分に発生した「兵庫県南部地震」では、震度7の激震が芦原地域をおそい、地域で72人の尊い命が奪われた。阪神・淡路大震災を後世へ伝えるために、地域の被災状況を記したプレートとともに設置されている。,34.741621,135.349635
28206-001,阪神大水害芦屋川決壊之地石碑,1988,兵庫県芦屋市東芦屋町6番先,阪神大水害（1938年7月5日）,洪水・土砂災害,昭和13年（1938）阪神地方は空前の大水害に見舞われた。6月28日から降り出した雨は，7月5日には最大雨量（1日326㎜）を測る大風雨伴う豪雨となり，土石流の発生によって芦屋川と宮川が氾濫した。土砂崩壊や巨石の流出により，精道村（芦屋市の前身）でも多くの箇所が泥沼化した。,34.738176,135.300429
28209-001,北但大震災伝承碑,1940,兵庫県豊岡市田結1751,北但大震災（1925年5月23日）,地震,大正14年（1925）5月23日に発生した北但馬地震（北但大震災）により港村田結では83戸中82戸が全半壊し、村民65人がその下敷きになった。直ぐに火が燃え上がったが、村民が消火を優先して延焼を食い止め、消火後に58人を救助した。,35.644232,134.845049
28209-002,北但大震災伝承銅像,1985,兵庫県豊岡市城崎町,北但大震災（1925年5月23日）,地震,大正14年（1925）5月23日に発生した北但馬地震（北但大震災）により城崎町湯島地区ではほとんどの家が倒壊し、全町が焼き尽くされ272名の死者を出した。当時の町長は、メガホンを片手に焼野を廻り、人々を慰め励ました。,35.625511,134.803528
28209-003,治水祈念の碑,2006,兵庫県豊岡市日高町浅倉,平成16年台風23号水害（2004年10月20日）,洪水,平成16年（2004）10月20日、台風23号により、この地にて二人の尊い命が失われた。ここに慰霊とともに、治水整備への願いと誓いを込めて、治水祈念の碑を遺族、周辺住民の志により建立する。,35.454974,134.776304
28214-001,鎮魂之碑,1997,兵庫県宝塚市小林字西山（ゆずり葉緑地）,阪神・淡路大震災(1995年1月17日),地震,平成7年(1995)１月17日午前5時46分に発生した「兵庫県南部地震」では、宝塚市を震度7の激震が襲い、死者118名住家全壊3500棟を超える大きな被害があった。碑のタイムカプセルには、犠牲者の名簿や震災の記録などとともに、被災した子供たちの復興への願いがこめられた作文が納められている。,34.788687,135.323173
29207-001,紀伊半島大水害慰霊碑,2016,奈良県五條市大塔町宇井,紀伊半島大水害（2011年9月4日）,洪水・土砂災害,平成23年（2011）9月4日、台風23号による豪雨（紀伊半島大水害）により熊野川右岸の山腹が崩落。これにより対岸の宇井地区に土砂や河川の水が到達し、8名が死亡、3名が行方不明となった。この災害を後世に伝え、地域の発展を願って慰霊碑が建立された。,34.155566,135.744257
29207-002,紀伊半島大水害警戒碑,2016,奈良県五條市大塔町宇井,紀伊半島大水害（2011年9月4日）,洪水,平成23年（2011）9月4日、台風23号による豪雨（紀伊半島大水害）により土砂災害が発生。8名が死亡、3名が行方不明となった。その際に増水した熊野川の水位を後世に伝えるため、石碑を建立した。,34.155397,135.74479
29207-003,紀伊半島大水害警戒碑,2016,奈良県五條市大塔町辻堂,紀伊半島大水害（2011年9月4日）,洪水,平成23年（2011）9月4日、台風23号による豪雨（紀伊半島大水害）により土砂災害が発生。8名が死亡、3名が行方不明となった。その際に増水した熊野川の水位を後世に伝えるため、石碑を建立した。,34.167373,135.757338
29207-004,明治22年水害碑,不明,奈良県五條市大塔町辻堂,明治22年紀伊半島大水害（十津川大水害）（1889年8月19日）,洪水,明治22年（1889）に発生した大水害では、旧大塔村内で死者35名、流出家屋87戸などの甚大な被害があった。その際の水位を記録したもの。碑文には「明治22年8月19日の洪水氾濫がこのところにおよび、すなわち立石をもって後のためにこれを警戒させん」とある。,34.170436,135.756699
29207-005,禍害復旧之碑,1984,奈良県五條市西吉野町屋那瀬,昭和57年台風10号（1982年8月4日）,洪水・土砂災害,昭和57年（1982）の台風10号により、西吉野町屋那瀬の通称「くえ山」が2度にわたり大規模に崩落。丹生川をせき止め、和田、屋那瀬地区で住宅8棟全壊、１3棟半壊、床上浸水34戸などの被害を出した。住民は早期避難により全員無事だった。碑文は「昭和57年8月4日未明 台風10号により　この地に於いて山崩れがあり　幸い人身事故には至らず　各位のご尽力によりここに復旧をみた　ふたたび災害の無きことを祈願し、この碑を建立する」とある。,34.293204,135.725583
29207-006,柳谷部落遭難之碑,不明,奈良県五條市大塔町辻堂,明治22年紀伊半島大水害（十津川大水害）（1889年8月19日）,土砂災害,明治22年（1889）8月19日の豪雨で発生した大水害では、旧大塔村内で死者35名、流出家屋87戸などの甚大な被害があった。大規模崩壊により、柳谷集落の6戸23人が犠牲となった（資料により戸数、人数は異なる。）。現在、集落は存在せず、石碑は大塔神社付近にある。　,34.168156,135.758603
29207-007,慰霊碑,1936,奈良県五條市大塔町辻堂,明治22年紀伊半島大水害（十津川大水害）（1889年8月19日）,土砂災害,明治22年（1889）8月19日の豪雨で発生した大水害では、旧大塔村内で死者35名、流出家屋87戸などの甚大な被害があった。大規模崩壊により、柳谷集落の6戸23人が犠牲となった（資料により戸数、人数は異なる。）。現在、集落は存在せず、石碑は浄称寺の門付近にある。　,34.166985,135.757658
29209-001,殉難の碑,1983,奈良県生駒市西白庭台２丁目,室戸台風(1934年9月21日),その他,昭和9年(1934)9月21日朝、関西地方を襲った台風は、この地にあった北倭第四尋常小学校の校舎を倒壊させ、6名の学童が圧死し、先生と児童10数名が重軽傷を負う大惨事となった。,34.727807,135.704606
29447-001,昭和廿八年七月水難犠牲者慰霊碑,1973,奈良県吉野郡野迫川村大字北股,紀州大水害（1953年7月18日）,洪水・土砂災害,昭和28年(1953)6月から雨が降り続いたが、7月18日夜半に豪雨となった。雨量は1000mmを超え、野迫川村内は一瞬にして交通遮断、田畑埋没、人家流失となり、北股地区の人家は数軒を残すのみとなった。犠牲者は22名にも達した。,34.168201,135.633396
29447-002,紀伊半島大水害復興祈願之碑,2014,奈良県吉野郡野迫川村大字北股,紀伊半島大水害(2011年9月4日),洪水・土砂災害,平成23年(2011)8月31日から9月4日に紀伊半島を襲った台風12号は、総雨量1040mmという記録的大雨となった。岩ノ谷南斜面で8ヘクタールに及ぶ深層崩壊が発生して土石流となり、家屋等を倒壊し北股川を閉塞させた。それにより北股区民は2年10カ月に及ぶ避難生活を余儀なくされた。,34.144991,135.638686
29449-001,明治大水害高津中山崩壊地跡,1990,奈良県吉野郡十津川村大字高津,明治22年紀伊半島大水害（十津川大水害）（1889年8月19～20日）,洪水・土砂災害,明治22年（1889）8月20日午前7時、中山に高さ360m、幅480mの範囲で崩壊した。崩壊土砂は十津川に落下して川をせき止め、天然ダムを形成した。塞ぎ留められた奔流は逆流し、上流の各集落を襲い大被害となった。天然ダムは17時間後に決壊した。,34.076701,135.746595
